Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	hour	fileDate	date(raven)	Tag 1	Tag 2	notes	Analyst
1042	Spectrogram 1	1	4520722.687	4520725.371	36	49.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	31008.149	nn03a_20180709_000000.wav	nn03a	8	9-Jul-18	9-Jul-18				sag
1043	Spectrogram 1	1	4520776.724	4520780.302	36	45.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	31062.186	nn03a_20180709_000000.wav	nn03a	8	9-Jul-18	9-Jul-18				sag
1044	Spectrogram 1	1	4520808.848	4520811.01	22	40.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	31094.31	nn03a_20180709_000000.wav	nn03a	8	9-Jul-18	9-Jul-18				sag
1045	Spectrogram 1	1	4520916.848	4520920.24	24.4	36	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	31202.31	nn03a_20180709_000000.wav	nn03a	8	9-Jul-18	9-Jul-18				sag
1046	Spectrogram 1	1	4520926.501	4520929.446	23.2	37.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	31211.963	nn03a_20180709_000000.wav	nn03a	8	9-Jul-18	9-Jul-18				sag
1047	Spectrogram 1	1	4520934.364	4520936.116	20.9	38.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	31219.826	nn03a_20180709_000000.wav	nn03a	8	9-Jul-18	9-Jul-18				sag
1048	Spectrogram 1	1	4520994.066	4520996.862	26.7	42.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	31279.528	nn03a_20180709_000000.wav	nn03a	8	9-Jul-18	9-Jul-18				sag
1049	Spectrogram 1	1	4521065.88	4521067.408	23.2	40.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	31351.342	nn03a_20180709_000000.wav	nn03a	8	9-Jul-18	9-Jul-18				sag
1050	Spectrogram 1	1	4523166.439	4523169.607	20.9	38.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	33451.901	nn03a_20180709_000000.wav	nn03a	9	9-Jul-18	9-Jul-18				sag
1051	Spectrogram 1	1	4523856.327	4523863.483	26.7	42.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	34141.789	nn03a_20180709_000000.wav	nn03a	9	9-Jul-18	9-Jul-18				sag
1052	Spectrogram 1	1	4523856.364	4523862.514	16.2	24.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	34141.826	nn03a_20180709_000000.wav	nn03a	9	9-Jul-18	9-Jul-18				sag
1053	Spectrogram 1	1	4525917.532	4525921.669	23.2	37.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	36202.994	nn03a_20180709_000000.wav	nn03a	10	9-Jul-18	9-Jul-18			marginal	sag
1054	Spectrogram 1	1	4534886.973	4534891.937	12.488	38.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	45172.435	nn03a_20180709_000000.wav	nn03a	12	9-Jul-18	9-Jul-18				sag
1055	Spectrogram 1	1	4534903.407	4534906.612	24.4	37.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	45188.869	nn03a_20180709_000000.wav	nn03a	12	9-Jul-18	9-Jul-18				sag
1056	Spectrogram 1	1	4535544.841	4535547.793	25.5	42.723	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	45830.3028	nn03a_20180709_000000.wav	nn03a	12	9-Jul-18	9-Jul-18			marginal	sag
1057	Spectrogram 1	1	4544482.761	4544486.376	19.7	37.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	54768.223	nn03a_20180709_000000.wav	nn03a	15	9-Jul-18	9-Jul-18				sag
1058	Spectrogram 1	1	4545837.42	4545841.11	24.4	40.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	56122.882	nn03a_20180709_000000.wav	nn03a	15	9-Jul-18	9-Jul-18				sag
1059	Spectrogram 1	1	4556038.091	4556041.222	26.7	38.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	66323.553	nn03a_20180709_000000.wav	nn03a	18	9-Jul-18	9-Jul-18			marginal	sag
1060	Spectrogram 1	1	4556894.6	4556900.6	25.5	42.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	67180.062	nn03a_20180709_000000.wav	nn03a	18	9-Jul-18	9-Jul-18				sag
1061	Spectrogram 1	1	4561319.395	4561324.315	31.3	48.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03a_201804_apr\nn03a_20180709_000000.wav	71604.857	nn03a_20180709_000000.wav	nn03a	19	9-Jul-18	9-Jul-18				sag
1192	Spectrogram 1	1	4973295.129	4973296.396	16.3	33.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03c_201804_apr\nn03c_20180625_000000.wav	51877.565	nn03c_20180625_000000.wav	nn03c	14	25-Jun-18	25-Jun-18			marginal	sag
1193	Spectrogram 1	1	4980879.465	4980886.993	18.6	32.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03c_201804_apr\nn03c_20180625_000000.wav	59461.901	nn03c_20180625_000000.wav	nn03c	16	25-Jun-18	25-Jun-18				sag
1194	Spectrogram 1	1	4982955.874	4982961.8	20.9	36	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03c_201804_apr\nn03c_20180625_000000.wav	61538.31	nn03c_20180625_000000.wav	nn03c	17	25-Jun-18	25-Jun-18				sag
1195	Spectrogram 1	1	4982965.191	4982969.999	18.6	32.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03c_201804_apr\nn03c_20180625_000000.wav	61547.627	nn03c_20180625_000000.wav	nn03c	17	25-Jun-18	25-Jun-18			marginal	sag
1196	Spectrogram 1	1	4999625.067	4999631.104	18.6	33.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03c_201804_apr\nn03c_20180625_000000.wav	78207.503	nn03c_20180625_000000.wav	nn03c	21	25-Jun-18	25-Jun-18				sag
1228	Spectrogram 1	1	5221308.147	5221316.942	17.401	37.123	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	40869.2795	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18			marginal	sag
1229	Spectrogram 1	1	5221859.402	5221863.911	27.842	47.564	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	41420.5341	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1230	Spectrogram 1	1	5221883.849	5221888.433	31.323	41.763	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	41444.9812	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1231	Spectrogram 1	1	5222256.818	5222262.333	31.323	49.884	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	41817.9503	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1232	Spectrogram 1	1	5222262.78	5222270.644	16.241	31.323	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	41823.9129	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1233	Spectrogram 1	1	5222283.016	5222286.333	29.002	42.923	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	41844.149	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1234	Spectrogram 1	1	5222550.333	5222554.507	30.162	46.404	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	42111.4658	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1235	Spectrogram 1	1	5222557.526	5222562.259	15.081	27.842	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	42118.6584	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1236	Spectrogram 1	1	5222665.898	5222671.116	26.682	45.244	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	42227.031	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1237	Spectrogram 1	1	5222784.892	5222789.253	26.682	48.724	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	42346.0247	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1238	Spectrogram 1	1	5222789.252	5222794.544	13.921	25.522	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	42350.385	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1239	Spectrogram 1	1	5222811.315	5222813.811	27.842	44.084	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	42372.4471	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1240	Spectrogram 1	1	5222819.812	5222823.986	29.002	44.084	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	42380.9441	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1241	Spectrogram 1	1	5222883.501	5222887.004	29.002	40.603	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	42444.6335	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1242	Spectrogram 1	1	5222942.122	5222945.737	30.162	44.084	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	42503.2546	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1243	Spectrogram 1	1	5223459.426	5223462.184	29.002	44.084	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	43020.5589	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1244	Spectrogram 1	1	5223469.228	5223476.979	13.921	32.483	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	43030.3602	nn03e_20180806_000000.wav	nn03e	11	6-Aug-18	6-Aug-18				sag
1245	Spectrogram 1	1	5224420.433	5224426.433	33.643	49.884	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	43981.5651	nn03e_20180806_000000.wav	nn03e	12	6-Aug-18	6-Aug-18				sag
1246	Spectrogram 1	1	5224423.041	5224430.942	12.761	32.483	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	43984.1738	nn03e_20180806_000000.wav	nn03e	12	6-Aug-18	6-Aug-18				sag
1247	Spectrogram 1	1	5226716.644	5226724.917	8.121	30.162	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	46277.7764	nn03e_20180806_000000.wav	nn03e	12	6-Aug-18	6-Aug-18				sag
1248	Spectrogram 1	1	5226723.426	5226726.743	32.483	53.364	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	46284.559	nn03e_20180806_000000.wav	nn03e	12	6-Aug-18	6-Aug-18				sag
1249	Spectrogram 1	1	5226991.675	5226995.066	31.323	46.404	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	46552.8074	nn03e_20180806_000000.wav	nn03e	12	6-Aug-18	6-Aug-18				sag
1250	Spectrogram 1	1	5232967.638	5232975.091	19.722	34.803	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	52528.7701	nn03e_20180806_000000.wav	nn03e	14	6-Aug-18	6-Aug-18				sag
1251	Spectrogram 1	1	5235606.221	5235610.544	19.722	33.643	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	55167.354	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1252	Spectrogram 1	1	5235608.42	5235610.656	30.162	41.763	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	55169.5528	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1253	Spectrogram 1	1	5235629.625	5235631.079	29.002	41.763	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	55190.7577	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1254	Spectrogram 1	1	5235650.718	5235652.284	23.202	40.603	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	55211.8509	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1255	Spectrogram 1	1	5236297.898	5236304.532	19.722	35.963	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	55859.031	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1256	Spectrogram 1	1	5236748.122	5236752.11	19.722	39.443	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	56309.2546	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1257	Spectrogram 1	1	5236823.178	5236828.992	17.401	32.483	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	56384.3105	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1258	Spectrogram 1	1	5236990.47	5236994.458	18.561	33.643	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	56551.6025	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1259	Spectrogram 1	1	5237060.085	5237065.712	17.401	33.643	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	56621.2173	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1260	Spectrogram 1	1	5237280.669	5237286.408	20.882	34.803	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	56841.8012	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1261	Spectrogram 1	1	5237378.308	5237383.936	22.042	35.963	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	56939.4409	nn03e_20180806_000000.wav	nn03e	15	6-Aug-18	6-Aug-18				sag
1262	Spectrogram 1	1	5239061.923	5239066.395	19.722	33.643	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn03e_201804_apr\nn03e_20180806_000000.wav	58623.0557	nn03e_20180806_000000.wav	nn03e	16	6-Aug-18	6-Aug-18				sag
1462	Spectrogram 1	1	5833780.791	5833786.27	18.9	40.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	48955.64	nn04a_20180629_000000.wav	nn04a	13	29-Jun-18	29-Jun-18				edk
1463	Spectrogram 1	1	5835541.623	5835543.897	21.2	55.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	50716.472	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18				edk
1464	Spectrogram 1	1	5836198.828	5836203.189	17.8	56.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	51373.677	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18				edk
1465	Spectrogram 1	1	5836202.704	5836204.456	30.1	45.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	51377.553	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18			m	edk
1466	Spectrogram 1	1	5837526.617	5837529.692	22.3	29.64	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	52701.466	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18				edk
1467	Spectrogram 1	1	5837526.934	5837530.624	31.532	40.36	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	52701.7827	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18				edr
1468	Spectrogram 1	1	5837527.679	5837530.475	35.315	46.036	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	52702.5281	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18				edr
1469	Spectrogram 1	1	5837529.729	5837532.599	22.703	33.423	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	52704.5777	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18				edr
1470	Spectrogram 1	1	5837538.654	5837542.828	36.7	50.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	52713.503	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18				edk
1471	Spectrogram 1	1	5838438.673	5838441.394	16.7	56.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	53613.522	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18				edk
1472	Spectrogram 1	1	5838440.946	5838444.338	16.7	37.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	53615.795	nn04a_20180629_000000.wav	nn04a	14	29-Jun-18	29-Jun-18				edk
1473	Spectrogram 1	1	5839120.287	5839123.269	23.4	42.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	54295.136	nn04a_20180629_000000.wav	nn04a	15	29-Jun-18	29-Jun-18				edk
1474	Spectrogram 1	1	5843024.909	5843028.524	25.6	42.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	58199.758	nn04a_20180629_000000.wav	nn04a	16	29-Jun-18	29-Jun-18			m	edk
1475	Spectrogram 1	1	5843586.859	5843590.549	27.8	43.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04a_201804_apr\nn04a_20180629_000000.wav	58761.708	nn04a_20180629_000000.wav	nn04a	16	29-Jun-18	29-Jun-18				edk
1477	Spectrogram 1	1	5997137.861	5997142.39	18	45.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	39631.499	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18			marginal	elt
1478	Spectrogram 1	1	5998112.851	5998120.345	16.9	64.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	40606.489	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1479	Spectrogram 1	1	5998125.205	5998129.899	12.7	47.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	40618.843	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1480	Spectrogram 1	1	5998139.288	5998144.6	10.6	60.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	40632.926	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1481	Spectrogram 1	1	5998182.87	5998186.617	10.6	59.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	40676.508	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1482	Spectrogram 1	1	5998283.21	5998286.868	13.8	29.009	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	40776.848	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1483	Spectrogram 1	1	5999498.348	5999504.484	13.8	66.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	41991.986	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1484	Spectrogram 1	1	6000078.759	6000084.936	12.7	61.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	42572.397	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1485	Spectrogram 1	1	6000181.899	6000186.428	13.8	53	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	42675.537	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1486	Spectrogram 1	1	6000375.32	6000378.614	20.1	46.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	42868.958	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1487	Spectrogram 1	1	6000632.595	6000635.518	19.1	49.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43126.233	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1488	Spectrogram 1	1	6000682.601	6000688.737	18	45.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43176.239	nn04b_20180611_000000.wav	nn04b	11	11-Jun-18	11-Jun-18				elt
1489	Spectrogram 1	1	6000720.623	6000726.1	16.9	44.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43214.261	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
1490	Spectrogram 1	1	6000729.435	6000734.17	14.8	47.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43223.073	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
1491	Spectrogram 1	1	6000776.764	6000781.235	28.378	45.405	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43270.402	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
1492	Spectrogram 1	1	6000780.146	6000783.076	17.658	28.378	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43273.7842	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18			marginal	edr
1493	Spectrogram 1	1	6000780.897	6000783.001	30.901	42.252	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43274.5356	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18			marginal	edr
1494	Spectrogram 1	1	6000786.936	6000792.166	12.7	45.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43280.574	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
1495	Spectrogram 1	1	6000792.372	6000796.366	13.8	55.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43286.01	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
1496	Spectrogram 1	1	6000798.96	6000800.734	20.811	42.883	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43292.598	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
1497	Spectrogram 1	1	6000800.208	6000803.627	15.766	43.514	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43293.8467	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				edr
1498	Spectrogram 1	1	6000809.537	6000812.843	22.072	41.622	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43303.1756	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
1499	Spectrogram 1	1	6000813.182	6000816.751	15.766	43.514	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43306.8199	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				edr
1500	Spectrogram 1	1	6000820.358	6000823.401	25.856	37.207	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43313.9959	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
1501	Spectrogram 1	1	6000827.202	6000832.061	8.5	38.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43320.84	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
