Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	hour	fileDate	date(raven)	Tag 1	Tag 2	notes	Analyst
772	Spectrogram 1	1	3908893.404	3908896.027	23.3	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	23563.101	nn02d_20180608_000000.wav	nn02d	6	8-Jun-18	8-Jun-18				sag
773	Spectrogram 1	1	3908898.983	3908901.754	22.2	35.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	23568.68	nn02d_20180608_000000.wav	nn02d	6	8-Jun-18	8-Jun-18				sag
774	Spectrogram 1	1	3908904.599	3908906.963	21.1	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	23574.296	nn02d_20180608_000000.wav	nn02d	6	8-Jun-18	8-Jun-18				sag
775	Spectrogram 1	1	3912947.579	3912950.941	17.8	34.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27617.276	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
776	Spectrogram 1	1	3912951.754	3912953.712	14.4	25.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27621.451	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
777	Spectrogram 1	1	3912954.303	3912956.926	30	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27624	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
778	Spectrogram 1	1	3912955.485	3912957.48	21.1	31.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27625.182	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
779	Spectrogram 1	1	3913130.121	3913132.818	24.4	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27799.818	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
780	Spectrogram 1	1	3913134.222	3913136.845	18.9	32.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27803.919	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
781	Spectrogram 1	1	3913140.687	3913142.46	14.4	26.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27810.384	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
782	Spectrogram 1	1	3913142.557	3913147.286	21.1	31.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27812.254	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
783	Spectrogram 1	1	3913143.776	3913144.847	28.9	38.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27813.473	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
784	Spectrogram 1	1	3913152.606	3913155.524	18.9	32.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27822.303	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
785	Spectrogram 1	1	3913214.808	3913217.209	14.4	26.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27884.505	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
786	Spectrogram 1	1	3913276.53	3913277.897	21.1	30	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	27946.227	nn02d_20180608_000000.wav	nn02d	7	8-Jun-18	8-Jun-18				sag
787	Spectrogram 1	1	3915416.246	3915421.012	20	34.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	30085.943	nn02d_20180608_000000.wav	nn02d	8	8-Jun-18	8-Jun-18				sag
788	Spectrogram 1	1	3918489.259	3918491.549	16.7	33.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	33158.956	nn02d_20180608_000000.wav	nn02d	9	8-Jun-18	8-Jun-18			marginal	sag
789	Spectrogram 1	1	3919760.631	3919762.7	20	34.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	34430.328	nn02d_20180608_000000.wav	nn02d	9	8-Jun-18	8-Jun-18				sag
790	Spectrogram 1	1	3919772.749	3919774.707	14.4	24.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	34442.446	nn02d_20180608_000000.wav	nn02d	9	8-Jun-18	8-Jun-18				sag
791	Spectrogram 1	1	3919774.578	3919777.164	18.9	33.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	34444.275	nn02d_20180608_000000.wav	nn02d	9	8-Jun-18	8-Jun-18			faint	sag
792	Spectrogram 1	1	3919776.905	3919779.084	26.7	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	34446.602	nn02d_20180608_000000.wav	nn02d	9	8-Jun-18	8-Jun-18				sag
793	Spectrogram 1	1	3919792.796	3919796.084	18.9	31.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	34462.493	nn02d_20180608_000000.wav	nn02d	9	8-Jun-18	8-Jun-18				sag
794	Spectrogram 1	1	3920439.942	3920441.604	30	40	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	35109.639	nn02d_20180608_000000.wav	nn02d	9	8-Jun-18	8-Jun-18				sag
795	Spectrogram 1	1	3923452.304	3923456.7	17.8	33.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	38122.001	nn02d_20180608_000000.wav	nn02d	10	8-Jun-18	8-Jun-18				sag
796	Spectrogram 1	1	3943852.851	3943856.287	26.7	38.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	58522.548	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
797	Spectrogram 1	1	3943944.078	3943948.659	14.4	27.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	58613.775	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
798	Spectrogram 1	1	3944024.863	3944029.961	18.9	33.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	58694.56	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
799	Spectrogram 1	1	3944077.385	3944078.862	23.3	35.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	58747.082	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
800	Spectrogram 1	1	3945144.159	3945150.033	14.4	28.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	59813.856	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
801	Spectrogram 1	1	3945169.356	3945173.789	14.4	27.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	59839.053	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
802	Spectrogram 1	1	3945198.528	3945201.262	13.3	28.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	59868.225	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
803	Spectrogram 1	1	3945266.198	3945267.675	15.6	27.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	59935.895	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
804	Spectrogram 1	1	3945463.356	3945465.868	14.4	26.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	60133.053	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
805	Spectrogram 1	1	3945488.11	3945490.216	23.3	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	60157.807	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
806	Spectrogram 1	1	3945521.974	3945523.784	13.3	28.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	60191.671	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
807	Spectrogram 1	1	3945544.696	3945546.358	16.7	34.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	60214.393	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
808	Spectrogram 1	1	3945558.403	3945560.767	13.3	27.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	60228.1	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
809	Spectrogram 1	1	3945571.651	3945573.239	13.3	28.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	60241.348	nn02d_20180608_000000.wav	nn02d	16	8-Jun-18	8-Jun-18				sag
810	Spectrogram 1	1	3947037.262	3947040.254	12.2	27.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	61706.959	nn02d_20180608_000000.wav	nn02d	17	8-Jun-18	8-Jun-18				sag
811	Spectrogram 1	1	3947131.371	3947137.947	13.3	28.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02d_201804_apr\nn02d_20180608_000000.wav	61801.068	nn02d_20180608_000000.wav	nn02d	17	8-Jun-18	8-Jun-18				sag
812	Spectrogram 1	1	4002606.647	4002609.639	33.3	153.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30936.251	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
813	Spectrogram 1	1	4002608.014	4002613.112	23.3	38.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30937.618	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
814	Spectrogram 1	1	4002610.009	4002613.075	16.7	151.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30939.613	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
815	Spectrogram 1	1	4002614.28	4002617.753	12.2	167.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30943.884	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
816	Spectrogram 1	1	4002616.571	4002620.893	21.1	35.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30946.175	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
817	Spectrogram 1	1	4002619.822	4002622.593	24.4	131.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30949.426	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
818	Spectrogram 1	1	4002623.332	4002626.066	20	138.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30952.936	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
819	Spectrogram 1	1	4002625.881	4002629.206	17.8	48.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30955.485	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
820	Spectrogram 1	1	4002629.022	4002632.125	23.3	113.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30958.626	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
821	Spectrogram 1	1	4002633.492	4002635.302	20	157.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30963.096	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
822	Spectrogram 1	1	4002633.64	4002638.738	23.3	33.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30963.244	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
823	Spectrogram 1	1	4002636.411	4002640.696	24.4	40	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30966.015	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
824	Spectrogram 1	1	4002641.971	4002645.259	17	32.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30971.575	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				edr
825	Spectrogram 1	1	4002644.834	4002647.161	24.4	121.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02e_201804_apr\nn02e_20180629_000000.wav	30974.438	nn02e_20180629_000000.wav	nn02e	8	29-Jun-18	29-Jun-18				sl
844	Spectrogram 1	1	4181761.624	4181766.588	22.2	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	37407.458	nn02f_20180803_000000.wav	nn02f	10	3-Aug-18	3-Aug-18				sag
845	Spectrogram 1	1	4181827.136	4181830.132	22.2	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	37472.97	nn02f_20180803_000000.wav	nn02f	10	3-Aug-18	3-Aug-18				sag
846	Spectrogram 1	1	4181893.196	4181896.919	22.2	34.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	37539.03	nn02f_20180803_000000.wav	nn02f	10	3-Aug-18	3-Aug-18				sag
847	Spectrogram 1	1	4183307.36	4183309.029	22.2	34.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	38953.194	nn02f_20180803_000000.wav	nn02f	10	3-Aug-18	3-Aug-18				sag
848	Spectrogram 1	1	4185410.193	4185413.445	26.9	42.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41056.027	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
849	Spectrogram 1	1	4185619.303	4185622.812	28.5	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41265.137	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
850	Spectrogram 1	1	4185706.983	4185710.578	28.5	49.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41352.817	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
851	Spectrogram 1	1	4185783.143	4185789.691	30.1	44.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41428.977	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
852	Spectrogram 1	1	4185837.956	4185841.808	28.5	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41483.79	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
853	Spectrogram 1	1	4185914.21	4185917.377	26.9	42.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41560.044	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
854	Spectrogram 1	1	4185920.159	4185924.61	31.6	45.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41565.993	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
855	Spectrogram 1	1	4185937.739	4185941.548	30.1	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41583.573	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
856	Spectrogram 1	1	4186032.224	4186034.92	25.3	44.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41678.058	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
857	Spectrogram 1	1	4186087.209	4186089.606	30.1	49.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41733.043	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
858	Spectrogram 1	1	4186106.672	4186109.924	28.5	45.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41752.506	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
859	Spectrogram 1	1	4186227.896	4186232.732	28.5	45.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	41873.73	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
860	Spectrogram 1	1	4186857.451	4186861.345	20.6	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	42503.285	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
861	Spectrogram 1	1	4187067.76	4187069.729	20.6	33.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	42713.594	nn02f_20180803_000000.wav	nn02f	11	3-Aug-18	3-Aug-18				sag
862	Spectrogram 1	1	4191213.1	4191214.341	33.2	68	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	46858.934	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
863	Spectrogram 1	1	4191317.634	4191322.47	20.6	134.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	46963.468	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
864	Spectrogram 1	1	4191322.684	4191324.353	36.4	53.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	46968.518	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
865	Spectrogram 1	1	4191324.781	4191330.644	17.4	68	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	46970.615	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
866	Spectrogram 1	1	4191337.654	4191340.436	36.4	60.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	46983.488	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
867	Spectrogram 1	1	4191341.42	4191343.089	25.3	38	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	46987.254	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
868	Spectrogram 1	1	4191356.142	4191359.994	19	45.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47001.976	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
869	Spectrogram 1	1	4191359.865	4191361.919	42.7	61.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47005.699	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
870	Spectrogram 1	1	4191360.593	4191367.826	26.9	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47006.427	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
871	Spectrogram 1	1	4191362.775	4191367.611	20.6	60.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47008.609	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
872	Spectrogram 1	1	4191369.836	4191372.96	26.9	47.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47015.67	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
873	Spectrogram 1	1	4191379.508	4191385.713	20.6	63.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47025.342	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
874	Spectrogram 1	1	4191399.999	4191407.274	20.6	34.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47045.833	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
875	Spectrogram 1	1	4191409.329	4191411.255	34.8	58.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47055.163	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
876	Spectrogram 1	1	4191410.698	4191416.005	19	31.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47056.532	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
877	Spectrogram 1	1	4191412.239	4191416.048	26.9	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47058.073	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
878	Spectrogram 1	1	4191438.464	4191442.744	19	33.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47084.298	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
879	Spectrogram 1	1	4191472.273	4191476.938	19	38	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47118.107	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
880	Spectrogram 1	1	4191524.775	4191530.167	15.8	33.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47170.609	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
881	Spectrogram 1	1	4191598.538	4191603.374	15.8	31.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	47244.372	nn02f_20180803_000000.wav	nn02f	13	3-Aug-18	3-Aug-18				sag
882	Spectrogram 1	1	4227366.935	4227376.438	15.1	27.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	83012.769	nn02f_20180803_000000.wav	nn02f	23	3-Aug-18	3-Aug-18				sag
883	Spectrogram 1	1	4227481.997	4227486.581	14	33.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180803_000000.wav	83127.831	nn02f_20180803_000000.wav	nn02f	23	3-Aug-18	3-Aug-18				sag
884	Spectrogram 1	1	4259902.485	4259905.155	16.2	45.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180817_000000.wav	29208.226	nn02f_20180817_000000.wav	nn02f	8	17-Aug-18	17-Aug-18				elt
885	Spectrogram 1	1	4259905.56	4259908.837	31.3	47.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180817_000000.wav	29211.301	nn02f_20180817_000000.wav	nn02f	8	17-Aug-18	17-Aug-18				elt
886	Spectrogram 1	1	4259907.696	4259910.976	23.551	37.29	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180817_000000.wav	29213.437	nn02f_20180817_000000.wav	nn02f	8	17-Aug-18	17-Aug-18				edr
887	Spectrogram 1	1	4260095.91	4260100.482	17.3	38.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180817_000000.wav	29401.651	nn02f_20180817_000000.wav	nn02f	8	17-Aug-18	17-Aug-18				elt
888	Spectrogram 1	1	4260100.506	4260104.417	28.9	47.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180817_000000.wav	29406.247	nn02f_20180817_000000.wav	nn02f	8	17-Aug-18	17-Aug-18			marginal	elt
889	Spectrogram 1	1	4260130.005	4260135.18	35.1	50.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn02f_201804_apr\nn02f_20180817_000000.wav	29435.746	nn02f_20180817_000000.wav	nn02f	8	17-Aug-18	17-Aug-18				elt
